,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,FGA_1,FG%_1,3PTA_1,3PT%_1,FTA_1,FT%_1,ORebounds_1,DRebounds_1,Assits_1,Turnovers_1,Steals_1,Blocks_1,Fouls_1,FGA_2,FG%_2,3PTA_2,3PT%_2,FTA_2,FT%_2,ORebounds_2,DRebounds_2,Assits_2,Turnovers_2,Steals_2,Blocks_2,Fouls_2,Winner (first team = 1 sec team = 0),FG Diff,FG% Diff,3pt Diff,3P% Diff,FT Diff,FT% Diff,Assist Diff,Turnover Diff,O Rebounds Diff,D Rebounds Diff,Steals Diff,Blocks Diff,Foul Diff,Winner (first team = 1 sec team = 0)
Indiana Pacers,Win,80,46.3,39,30.8,23,65.2,5,37,28,19,7,5,19,81,38.3,39,28.2,26,100,8,34,17,19,10,2,22,1,-1,8,0,2.6,-3,-34.8,11,0,-3,3,-3,3,-3,1
,,86,50,48,45.8,23,91.3,10,35,33,17,6,8,19,97,49.5,34,41.2,17,70.6,13,30,32,10,7,4,20,1,-11,0.5,14,4.6,6,20.7,1,7,-3,5,-1,4,-1,1
,,82,50,43,44.2,23,73.9,11,40,33,21,4,6,23,94,39.4,35,20,29,79.3,16,27,14,12,12,8,18,1,-12,10.6,8,24.2,-6,-5.4,19,9,-5,13,-8,-2,5,1
,,82,53.7,28,39.3,31,83.9,7,27,27,14,11,9,18,94,45.7,33,36.4,18,83.3,14,30,29,18,8,4,23,1,-12,8,-5,2.9,13,0.6,-2,-4,-7,-3,3,5,-5,1
,,82,40.2,41,29.3,27,77.8,12,33,25,15,8,10,26,86,33.7,28,21.4,32,84.4,14,35,15,17,8,4,24,1,-4,6.5,13,7.9,-5,-6.6,10,-2,-2,-2,0,6,2,1
,Lose,96,38.5,44,36.4,16,68.8,13,17,25,13,16,5,16,77,61,22,36.4,17,76.5,8,42,31,23,9,10,18,0,19,-22.5,22,0,-1,-7.7,-6,-10,5,-25,7,-5,-2,0
,,94,38.3,42,21.4,23,82.6,9,30,23,13,14,4,28,94,44.7,32,18.8,32,75,18,44,33,18,7,4,18,0,0,-6.4,10,2.6,-9,7.6,-10,-5,-9,-14,7,0,10,0
,,100,40,37,32.4,30,73.3,12,35,28,15,8,5,21,95,50.5,43,37.2,29,86.2,11,47,28,18,8,5,25,0,5,-10.5,-6,-4.8,1,-12.9,0,-3,1,-12,0,0,-4,0
,,92,43.5,34,35.3,33,81.8,9,26,25,19,12,5,35,83,55.4,34,44.1,37,86.5,8,39,29,26,7,2,28,0,9,-11.9,0,-8.8,-4,-4.7,-4,-7,1,-13,5,3,7,0
,,91,44,33,30.3,12,83.3,12,32,22,15,10,5,22,86,48.8,40,42.5,22,68.2,11,34,32,15,10,3,17,0,5,-4.8,-7,-12.2,-10,15.1,-10,0,1,-2,0,2,5,0
Los Angeles Clippers,Win,84,48.8,33,36.4,19,78.9,9,34,20,15,10,6,20,88,42,38,28.9,21,76.2,16,34,17,19,9,5,22,1,-4,6.8,-5,7.5,-2,2.7,3,-4,-7,0,1,1,-2,1
,,80,52.5,33,45.5,19,73.7,3,41,26,16,6,5,25,88,47.7,31,38.7,18,55.6,6,29,23,13,7,2,17,1,-8,4.8,2,6.8,1,18.1,3,3,-3,12,-1,3,8,1
,,79,50.6,38,44.7,28,78.6,4,27,19,9,8,2,19,83,51.8,33,48.5,21,71.4,10,38,29,17,6,2,21,1,-4,-1.2,5,-3.8,7,7.2,-10,-8,-6,-11,2,0,-2,1
,,81,50.6,33,36.4,26,76.9,6,35,24,15,10,7,24,88,45.5,32,31.3,17,64.7,8,35,26,16,7,2,20,1,-7,5.1,1,5.1,9,12.2,-2,-1,-2,0,3,5,4,1
,,81,50.6,38,36.8,33,78.8,9,35,25,17,6,4,23,86,45.3,30,30,31,61.3,10,30,20,14,11,3,22,1,-5,5.3,8,6.8,2,17.5,5,3,-1,5,-5,1,1,1
,Lose,87,44.8,28,39.3,27,66.7,10,33,22,17,5,2,13,97,49.5,51,37.3,13,69.2,12,33,36,13,11,6,25,0,-10,-4.7,-23,2,14,-2.5,-14,4,-2,0,-6,-4,-12,0
,,68,54.4,22,50,34,55.9,4,29,22,14,1,5,20,89,49.4,30,33.3,23,69.6,10,27,27,6,9,5,24,0,-21,5,-8,16.7,11,-13.7,-5,8,-6,2,-8,0,-4,0
,,93,39.8,30,33.3,36,77.8,17,22,16,11,9,5,23,81,55.6,32,43.8,28,75,13,33,24,18,4,7,24,0,12,-15.8,-2,-10.5,8,2.8,-8,-7,4,-11,5,-2,-1,0
,,93,35.5,33,27.3,26,80.8,17,33,15,18,4,3,23,89,51.7,32,34.4,30,66.7,8,38,31,9,7,6,22,0,4,-16.2,1,-7.1,-4,14.1,-16,9,9,-5,-3,-3,1,0
,,80,46.3,36,47.2,21,90.5,7,36,24,16,3,3,16,90,51.1,32,37.5,14,78.6,7,36,24,8,11,1,20,0,-10,-4.8,4,9.7,7,11.9,0,8,0,0,-8,2,-4,0
Los Angeles Lakers,Win,98,45.9,36,27.8,23,87,11,45,30,18,6,8,17,102,46.1,25,32,21,71.4,11,40,35,14,10,5,20,1,-4,-0.2,11,-4.2,2,15.6,-5,4,0,5,-4,3,-3,1
,,91,48.4,27,40.7,20,85,12,33,25,9,3,2,22,80,45,27,25.9,31,77.4,8,33,22,13,5,5,17,1,11,3.4,0,14.8,-11,7.6,3,-4,4,0,-2,-3,5,1
,,78,55.1,20,35,40,87.5,7,37,29,16,2,7,24,92,46.7,34,32.4,32,75,10,27,27,11,9,4,30,1,-14,8.4,-14,2.6,8,12.5,2,5,-3,10,-7,3,-6,1
,,85,52.9,34,35.3,24,87.5,5,49,29,15,5,2,10,105,39,34,20.6,10,30,13,31,26,10,7,2,17,1,-20,13.9,0,14.7,14,57.5,3,5,-8,18,-2,0,-7,1
,,83,48.2,27,29.6,20,85,10,39,28,22,12,5,16,100,38,33,18.2,16,75,20,30,21,16,11,3,18,1,-17,10.2,-6,11.4,4,10,7,6,-10,9,1,2,-2,1
,Lose,85,42.4,22,18.2,35,82.9,7,38,19,17,8,7,12,102,47.1,34,47.1,5,60,8,41,23,15,8,7,22,0,-17,-4.7,-12,-28.9,30,22.9,-4,2,-1,-3,0,0,-10,0
,,93,43,31,35.5,31,77.4,18,39,23,14,3,7,16,105,41,49,34.7,16,81.3,12,37,29,10,6,10,24,0,-12,2,-18,0.8,15,-3.9,-6,4,6,2,-3,-3,-8,0
,,89,42.7,36,16.7,24,83.3,14,29,16,16,4,6,13,93,51.6,27,25.9,17,76.5,9,35,25,8,11,3,20,0,-4,-8.9,9,-9.2,7,6.8,-9,8,5,-6,-7,3,-7,0
,,87,42.5,33,21.2,35,91.4,10,36,16,15,6,3,17,106,44.3,43,27.9,24,83.3,17,37,25,11,10,5,22,0,-19,-1.8,-10,-6.7,11,8.1,-9,4,-7,-1,-4,-2,-5,0
,,88,50,31,35.5,30,76.7,7,30,29,21,12,4,23,90,53.3,40,45,22,86.4,7,35,30,23,14,2,30,0,-2,-3.3,-9,-9.5,8,-9.7,-1,-2,0,-5,-2,2,-7,0
Memphis Grizzlies,Win,83,45.8,28,46.4,27,81.5,10,36,28,15,7,5,19,89,40.4,33,39.4,26,80.8,16,30,27,20,5,3,17,1,-6,5.4,-5,7,1,0.7,1,-5,-6,6,2,2,2,1
,,98,51,36,44.4,18,77.8,18,42,34,19,6,10,20,86,38.4,27,29.6,31,80.6,12,29,22,18,11,7,17,1,12,12.6,9,14.8,-13,-2.8,12,1,6,13,-5,3,3,1
,,91,42.9,29,31,20,80,12,38,20,11,8,2,17,96,42.7,41,19.5,10,70,15,34,25,10,5,5,21,1,-5,0.2,-12,11.5,10,10,-5,1,-3,4,3,-3,-4,1
,,98,51,32,43.8,13,76.9,18,35,24,20,4,2,22,98,48,37,32.4,23,69.6,13,26,30,12,8,2,17,1,0,3,-5,11.4,-10,7.3,-6,8,5,9,-4,0,5,1
,,88,50,33,21.2,27,70.4,15,31,25,14,8,3,19,79,46.8,30,33.3,22,86.4,7,26,29,15,10,4,25,1,9,3.2,3,-12.1,5,-16,-4,-1,8,5,-2,-1,-6,1
,Lose,99,43.4,37,32.4,31,54.8,13,31,28,10,13,0,12,83,60.2,34,47.1,15,73.3,5,40,33,19,5,5,25,0,16,-16.8,3,-14.7,16,-18.5,-5,-9,8,-9,8,-5,-13,0
,,91,45.1,30,26.7,30,63.3,13,36,26,18,12,10,23,90,43.3,45,33.3,27,74.1,9,36,27,20,11,2,25,0,1,1.8,-15,-6.6,3,-10.8,-1,-2,4,0,1,8,-2,0
,,87,42.5,26,34.6,30,60,20,39,17,27,7,4,20,89,46.1,39,30.8,19,78.9,5,24,26,13,13,11,25,0,-2,-3.6,-13,3.8,11,-18.9,-9,14,15,15,-6,-7,-5,0
,,90,37.8,45,26.7,37,78.4,10,43,15,10,5,5,20,92,41.3,45,42.2,31,64.5,9,45,29,11,7,0,25,0,-2,-3.5,0,-15.5,6,13.9,-14,-1,1,-2,-2,5,-5,0
,,81,44.4,26,19.2,21,66.7,7,35,25,16,11,7,21,89,44.9,27,37,25,60,13,35,28,17,9,5,19,0,-8,-0.5,-1,-17.8,-4,6.7,-3,-1,-6,0,2,2,2,0
Miami Heat,Win,88,45.5,42,38.1,20,100,9,30,32,15,7,3,16,84,46.4,49,36.7,17,76.5,10,31,31,20,8,5,22,1,4,-0.9,-7,1.4,3,23.5,1,-5,-1,-1,-1,-2,-6,1
,,89,49.4,34,32.4,13,84.6,9,37,27,11,5,5,20,86,47.7,36,36.1,14,85.7,4,35,29,12,4,3,18,1,3,1.7,-2,-3.7,-1,-1.1,-2,-1,5,2,1,2,2,1
,,90,43.3,36,27.8,36,80.6,8,30,21,11,9,1,25,88,48.9,39,35.9,20,60,8,42,23,21,4,2,30,1,2,-5.6,-3,-8.1,16,20.6,-2,-10,0,-12,5,-1,-5,1
,,93,52.7,41,39,21,85.7,9,37,32,12,7,5,19,90,51.1,31,29,16,87.5,4,33,25,12,4,3,21,1,3,1.6,10,10,5,-1.8,7,0,5,4,3,2,-2,1
,,83,45.8,33,45.5,25,88,17,25,23,15,6,4,10,99,48.5,36,38.9,4,50,20,25,22,14,9,4,22,1,-16,-2.7,-3,6.6,21,38,1,1,-3,0,-3,0,-12,1
,Lose,98,35.7,43,25.6,32,78.1,10,43,23,10,6,4,15,96,42.7,46,32.6,14,71.4,8,46,33,16,6,4,25,0,2,-7,-3,-7,18,6.7,-10,-6,2,-3,0,0,-10,0
,,90,52.2,40,45,9,100,9,23,25,15,8,3,21,83,55.4,45,48.9,23,87,11,30,32,18,7,0,18,0,7,-3.2,-5,-3.9,-14,13,-7,-3,-2,-7,1,3,3,0
,,79,39.2,40,35,22,77.3,9,36,23,17,7,3,11,90,46.7,32,25,9,100,4,37,23,12,10,5,14,0,-11,-7.5,8,10,13,-22.7,0,5,5,-1,-3,-2,-3,0
,,77,42.9,32,31.3,26,76.9,7,33,21,15,7,2,20,78,51.3,32,40.6,28,78.6,8,28,30,17,8,4,28,0,-1,-8.4,0,-9.3,-2,-1.7,-9,-2,-1,5,-1,-2,-8,0
,,81,46.9,44,34.1,17,70.6,9,26,26,13,9,0,16,73,54.8,31,41.9,24,83.3,5,34,24,17,7,0,16,0,8,-7.9,13,-7.8,-7,-12.7,2,-4,4,-8,2,0,0,0
Milwaukee Bucks,Win,92,46.7,38,26.3,24,83.3,15,37,24,16,17,5,16,79,41.8,31,35.5,15,93.3,2,33,18,21,7,3,22,1,13,4.9,7,-9.2,9,-10,6,-5,13,4,10,2,-6,1
,,85,48.2,38,44.7,28,57.1,7,44,29,13,7,2,22,92,42.4,41,26.8,17,76.5,10,37,22,16,2,4,25,1,-7,5.8,-3,17.9,11,-19.4,7,-3,-3,7,5,-2,-3,1
,,90,42.2,47,36.2,17,88.2,18,37,23,19,7,6,16,84,42.9,35,34.3,16,62.5,9,29,22,16,6,3,18,1,6,-0.7,12,1.9,1,25.7,1,3,9,8,1,3,-2,1
,,106,47.2,36,47.2,22,86.4,11,44,27,17,8,7,23,111,45,45,40,19,73.7,16,39,24,13,9,9,26,1,-5,2.2,-9,7.2,3,12.7,3,4,-5,5,-1,-2,-3,1
,,86,47.7,39,41,27,55.6,13,39,26,14,5,6,16,84,42.9,28,42.9,17,82.4,6,28,22,8,7,7,18,1,2,4.8,11,-1.9,10,-26.8,4,6,7,11,-2,-1,-2,1
,Lose,94,53.2,43,39.5,15,80,10,32,29,10,2,5,18,96,54.2,26,42.3,24,75,12,32,32,4,6,4,16,0,-2,-1,17,-2.8,-9,5,-3,6,-2,0,-4,1,2,0
,,90,36.7,43,27.9,18,77.8,13,39,18,16,5,6,12,91,44,27,22.2,12,91.7,10,39,23,12,11,8,17,0,-1,-7.3,16,5.7,6,-13.9,-5,4,3,0,-6,-2,-5,0
,,94,37.2,50,26,27,66.7,11,28,22,9,5,1,18,102,54.9,32,37.5,23,78.3,14,42,30,8,5,7,19,0,-8,-17.7,18,-11.5,4,-11.6,-8,1,-3,-14,0,-6,-1,0
,,83,47,30,43.3,22,68.2,13,33,20,21,7,5,23,85,48.2,32,31.3,28,78.6,9,28,22,10,8,3,21,0,-2,-1.2,-2,12,-6,-10.4,-2,11,4,5,-1,2,2,0
,,84,44,37,24.3,22,77.3,13,32,17,18,7,1,13,93,49.5,32,43.8,13,92.3,12,33,30,12,11,2,18,0,-9,-5.5,5,-19.5,9,-15,-13,6,1,-1,-4,-1,-5,0
Minnesota Timberwolves,Win,80,61.3,33,45.5,20,80,9,27,38,24,11,5,27,84,47.6,38,42.1,31,67.7,12,21,27,23,10,0,18,1,-4,13.7,-5,3.4,-11,12.3,11,1,-3,6,1,5,9,1
,,82,56.1,24,50,34,73.5,11,36,30,13,5,4,30,89,44.9,34,50,39,69.2,16,24,22,10,6,1,22,1,-7,11.2,-10,0,-5,4.3,8,3,-5,12,-1,3,8,1
,,88,52.3,36,33.3,28,78.6,8,32,28,11,15,6,15,93,45.2,35,25.7,17,88.2,12,35,21,16,6,5,26,1,-5,7.1,1,7.6,11,-9.6,7,-5,-4,-3,9,1,-11,1
,,85,47.1,36,33.3,24,83.3,8,35,28,20,9,2,25,71,47.9,32,43.8,32,84.4,4,35,21,22,10,1,24,1,14,-0.8,4,-10.5,-8,-1.1,7,-2,4,0,-1,1,1,1
,,85,43.5,47,29.8,20,85,6,34,30,18,9,6,25,90,38.9,38,28.9,30,66.7,12,34,26,15,9,5,20,1,-5,4.6,9,0.9,-10,18.3,4,3,-6,0,0,1,5,1
,Lose,88,44.3,35,40,29,75.9,6,25,22,14,7,2,19,87,57.5,47,42.6,20,85,8,39,36,16,7,6,26,0,1,-13.2,-12,-2.6,9,-9.1,-14,-2,-2,-14,0,-4,-7,0
,,84,50,27,25.9,42,85.7,15,30,20,18,4,3,23,91,57.1,31,48.4,27,85.2,7,27,31,7,12,5,25,0,-7,-7.1,-4,-22.5,15,0.5,-11,11,8,3,-8,-2,-2,0
,,89,52.8,30,33.3,30,80,12,32,25,23,13,10,23,93,51.6,26,42.3,35,80,13,29,26,21,11,5,18,0,-4,1.2,4,-9,-5,0,-1,2,-1,3,2,5,5,0
,,83,54.2,23,43.5,24,75,4,24,22,13,11,4,21,83,51.8,34,38.2,28,89.3,11,34,20,16,5,4,24,0,0,2.4,-11,5.3,-4,-14.3,2,-3,-7,-10,6,0,-3,0
,,93,49.5,27,37,19,52.6,7,30,25,10,12,2,19,89,53.9,46,45.7,21,76.2,11,43,32,19,4,4,21,0,4,-4.4,-19,-8.7,-2,-23.6,-7,-9,-4,-13,8,-2,-2,0
New Orleans Pelicans,Win,81,50.6,29,41.4,29,69,9,28,24,16,10,2,21,71,49.3,32,37.5,25,92,3,26,23,23,7,1,25,1,10,1.3,-3,3.9,4,-23,1,-7,6,2,3,1,-4,1
,,84,50,19,15.8,36,77.8,13,37,20,16,8,5,18,87,50.6,27,25.9,18,88.9,6,29,23,15,5,8,23,1,-3,-0.6,-8,-10.1,18,-11.1,-3,1,7,8,3,-3,-5,1
,,86,48.8,29,27.6,31,87.1,12,24,28,12,13,1,23,79,50.6,36,33.3,18,77.8,10,33,24,26,7,4,23,1,7,-1.8,-7,-5.7,13,9.3,4,-14,2,-9,6,-3,0,1
,,91,47.3,38,47.4,12,75,7,36,31,10,2,8,20,92,41.3,35,25.7,25,68,14,37,16,11,6,8,17,1,-1,6,3,21.7,-13,7,15,-1,-7,-1,-4,0,3,1
,,85,50.6,33,51.5,24,87.5,12,34,30,15,4,6,18,89,49.4,32,34.4,17,64.7,7,30,25,12,2,1,18,1,-4,1.2,1,17.1,7,22.8,5,3,5,4,2,5,0,1
,Lose,87,49.4,35,37.1,13,76.9,7,30,24,13,13,3,18,85,48.2,46,43.5,17,88.2,11,35,28,17,6,3,13,0,2,1.2,-11,-6.4,-4,-11.3,-4,-4,-4,-5,7,0,5,0
,,86,43,31,32.3,31,87.1,11,30,26,13,9,4,22,91,51.6,38,47.4,27,74.1,13,33,26,14,4,4,20,0,-5,-8.6,-7,-15.1,4,13,0,-1,-2,-3,5,0,2,0
,,93,39.8,27,14.8,33,66.7,15,28,25,17,12,3,17,103,47.6,47,31.9,12,66.7,19,40,31,22,4,10,23,0,-10,-7.8,-20,-17.1,21,0,-6,-5,-4,-12,8,-7,-6,0
,,99,47.5,30,40,28,82.1,19,30,24,18,8,6,30,92,45.7,47,38.3,37,81.1,11,33,24,16,8,6,25,0,7,1.8,-17,1.7,-9,1,0,2,8,-3,0,0,5,0
,,77,58.4,30,46.7,13,76.9,4,32,27,17,2,5,27,83,47,41,36.6,35,71.4,10,25,23,8,6,3,13,0,-6,11.4,-11,10.1,-22,5.5,4,9,-6,7,-4,2,14,0
New York Knicks,Win,80,46.3,33,27.3,27,85.2,10,40,24,22,5,8,21,98,37.8,47,27.7,21,81,13,31,27,15,12,8,25,1,-18,8.5,-14,-0.4,6,4.2,-3,7,-3,9,-7,0,-4,1
,,89,43.8,48,39.6,25,92,9,34,26,19,13,2,23,81,46.9,41,26.8,24,83.3,4,35,28,18,7,8,18,1,8,-3.1,7,12.8,1,8.7,-2,1,5,-1,6,-6,5,1
,,94,44.7,40,25,29,93.1,16,31,23,11,7,3,31,80,46.3,31,22.6,41,75.6,12,31,22,15,6,6,23,1,14,-1.6,9,2.4,-12,17.5,1,-4,4,0,1,-3,8,1
,,93,47.3,32,34.4,25,76,13,30,26,14,10,3,25,83,43.4,43,32.6,30,83.3,15,34,29,21,7,5,22,1,10,3.9,-11,1.8,-5,-7.3,-3,-7,-2,-4,3,-2,3,1
,,84,44,34,23.5,31,77.4,6,34,24,8,12,5,18,82,43.9,38,36.8,20,85,8,34,18,15,3,5,25,1,2,0.1,-4,-13.3,11,-7.6,6,-7,-2,0,9,0,-7,1
,Lose,105,43.8,41,31.7,28,85.7,12,32,27,10,7,5,35,85,49.4,32,31.3,51,74.5,13,35,24,13,3,3,24,0,20,-5.6,9,0.4,-23,11.2,3,-3,-1,-3,4,2,11,0
,,87,50.6,30,33.3,30,83.3,12,30,30,8,3,7,27,95,48.4,32,37.5,31,74.2,16,34,32,11,4,2,23,0,-8,2.2,-2,-4.2,-1,9.1,-2,-3,-4,-4,-1,5,4,0
,,100,42,30,20,20,65,19,36,18,8,2,3,20,90,43.3,35,28.6,26,80.8,14,38,23,6,3,6,15,0,10,-1.3,-5,-8.6,-6,-15.8,-5,2,5,-2,-1,-3,5,0
,,77,45.5,31,32.3,28,71.4,7,38,18,20,7,1,17,100,43,61,39.3,14,78.6,14,36,27,11,7,5,20,0,-23,2.5,-30,-7,14,-7.2,-9,9,-7,2,0,-4,-3,0
,,76,55.3,26,42.3,18,61.1,9,29,25,17,2,3,19,94,44.7,34,26.5,22,90.9,16,22,17,5,7,4,16,0,-18,10.6,-8,15.8,-4,-29.8,8,12,-7,7,-5,-1,3,0
Oklahoma City Thunder,Win,95,47.4,34,29.4,20,80,8,28,28,17,13,9,17,87,44.8,29,34.5,20,100,12,37,20,25,7,10,14,1,8,2.6,5,-5.1,0,-20,8,-8,-4,-9,6,-1,3,1
,,93,55.9,36,41.7,17,76.5,15,29,31,19,10,6,27,88,43.2,30,36.7,36,72.2,14,25,20,16,13,4,16,1,5,12.7,6,5,-19,4.3,11,3,1,4,-3,2,11,1
,,88,62.5,31,54.8,20,90,4,34,31,19,9,5,27,97,49.5,31,32.3,33,87.9,13,22,25,13,13,2,18,1,-9,13,0,22.5,-13,2.1,6,6,-9,12,-4,3,9,1
,,81,54.3,31,51.6,26,65.4,9,28,24,15,4,7,22,86,51.2,34,50,17,88.2,11,30,32,19,8,5,20,1,-5,3.1,-3,1.6,9,-22.8,-8,-4,-2,-2,-4,2,2,1
,,95,46.3,29,24.1,32,87.5,10,40,24,13,7,5,21,101,43.6,33,36.4,23,82.6,14,33,25,15,5,4,24,1,-6,2.7,-4,-12.3,9,4.9,-1,-2,-4,7,2,1,-3,1
,Lose,98,48,30,36.7,21,81,10,41,21,20,4,6,21,96,47.9,37,27,29,82.8,10,36,25,14,15,7,20,0,2,0.1,-7,9.7,-8,-1.8,-4,6,0,5,-11,-1,1,0
,,96,46.9,34,32.4,11,81.8,8,35,34,11,5,9,28,93,41.9,39,35.9,40,72.5,17,40,26,11,4,7,13,0,3,5,-5,-3.5,-29,9.3,8,0,-9,-5,1,2,15,0
,,88,48.9,24,33.3,32,78.1,11,27,25,14,5,5,18,97,52.6,34,32.4,20,80,14,34,21,15,10,2,28,0,-9,-3.7,-10,0.9,12,-1.9,4,-1,-3,-7,-5,3,-10,0
,,97,43.3,40,45,28,85.7,12,27,26,10,6,7,27,88,47.7,38,36.8,41,80.5,17,38,31,19,4,8,24,0,9,-4.4,2,8.2,-13,5.2,-5,-9,-5,-11,2,-1,3,0
,,92,37,38,31.6,23,91.3,18,29,16,19,11,4,22,87,44.8,32,28.1,20,90,14,35,21,22,12,8,18,0,5,-7.8,6,3.5,3,1.3,-5,-3,4,-6,-1,-4,4,0
Orlando Magic,Win,78,53.8,30,43.3,46,71.7,11,35,20,19,9,6,22,97,51.5,43,44.2,15,66.7,9,26,31,14,5,3,32,1,-19,2.3,-13,-0.9,31,5,-11,5,2,9,4,3,-10,1
,,73,49.3,21,38.1,21,66.7,4,45,20,19,1,6,20,85,37.6,42,26.2,19,63.2,4,25,17,6,14,4,19,1,-12,11.7,-21,11.9,2,3.5,3,13,0,20,-13,2,1,1
,,82,52.4,33,45.5,15,86.7,9,41,23,15,2,4,11,95,40,42,31,9,88.9,11,27,22,11,7,4,14,1,-13,12.4,-9,14.5,6,-2.2,1,4,-2,14,-5,0,-3,1
,,77,49.4,28,42.9,22,90.9,6,35,25,16,4,7,25,89,46.1,21,23.8,25,80,13,33,27,11,6,6,19,1,-12,3.3,7,19.1,-3,10.9,-2,5,-7,2,-2,1,6,1
,,95,42.1,28,28.6,31,90.3,16,37,20,13,8,5,21,95,41.1,41,36.6,26,69.2,17,36,26,17,3,9,19,1,0,1,-13,-8,5,21.1,-6,-4,-1,1,5,-4,2,1
,Lose,91,42.9,42,38.1,26,73.1,11,30,16,11,8,6,17,90,45.6,46,39.1,19,73.7,12,30,27,15,5,6,18,0,1,-2.7,-4,-1,7,-0.6,-11,-4,-1,0,3,0,-1,0
,,85,42.4,35,31.4,25,76,12,26,20,17,10,2,25,86,50,46,28.3,27,88.9,12,36,32,21,9,5,23,0,-1,-7.6,-11,3.1,-2,-12.9,-12,-4,0,-10,1,-3,2,0
,,80,42.5,35,25.7,27,81.5,9,26,20,14,7,6,15,82,47.6,36,38.9,18,83.3,13,34,25,16,7,1,19,0,-2,-5.1,-1,-13.2,9,-1.8,-5,-2,-4,-8,0,5,-4,0
,,79,45.6,40,30,25,76,7,19,21,16,9,4,20,77,64.9,27,40.7,27,81.5,6,37,32,16,10,8,19,0,2,-19.3,13,-10.7,-2,-5.5,-11,0,1,-18,-1,-4,1,0
,,80,47.5,31,41.9,22,59.1,9,26,18,18,9,5,18,81,54.3,28,32.1,14,85.7,8,34,20,18,7,8,19,0,-1,-6.8,3,9.8,8,-26.6,-2,0,1,-8,2,-3,-1,0
Philadelphia 76ers,Win,80,38.8,32,37.5,31,83.9,15,33,22,16,5,6,17,73,43.8,19,31.6,22,81.8,6,31,19,15,8,5,24,1,7,-5,13,5.9,9,2.1,3,1,9,2,-3,1,-7,1
,,80,55,24,33.3,31,80.6,2,29,24,12,10,5,26,89,44.9,24,25,27,85.2,12,31,20,19,4,2,19,1,-9,10.1,0,8.3,4,-4.6,4,-7,-10,-2,6,3,7,1
,,83,48.2,23,17.4,26,80.8,8,31,21,12,12,14,19,94,39.4,37,29.7,23,56.5,18,32,23,18,3,4,17,1,-11,8.8,-14,-12.3,3,24.3,-2,-6,-10,-1,9,10,2,1
,,78,51.3,28,46.4,26,65.4,6,35,28,18,5,5,18,90,45.6,36,33.3,21,38.1,8,34,22,13,8,7,18,1,-12,5.7,-8,13.1,5,27.3,6,5,-2,1,-3,-2,0,1
,,99,43.4,32,50,16,81.3,20,29,19,10,9,4,12,80,55,28,32.1,13,69.2,4,31,31,15,5,13,15,1,19,-11.6,4,17.9,3,12.1,-12,-5,16,-2,4,-9,-3,1
,Lose,77,41.6,26,23.1,18,83.3,7,23,19,16,7,1,11,74,60.8,29,51.7,10,80,6,34,28,19,10,3,13,0,3,-19.2,-3,-28.6,8,3.3,-9,-3,1,-11,-3,-2,-2,0
,,91,44,33,42.4,17,88.2,10,32,23,13,7,5,21,97,43.3,30,36.7,28,78.6,19,38,22,12,8,11,18,0,-6,0.7,3,5.7,-11,9.6,1,1,-9,-6,-1,-6,3,0
,,87,44.8,36,47.2,36,77.8,11,28,23,20,10,6,34,94,44.7,39,35.9,44,77.3,16,35,19,21,9,3,27,0,-7,0.1,-3,11.3,-8,0.5,4,-1,-5,-7,1,3,7,0
,,84,46.4,31,19.4,31,87.1,10,29,21,16,8,10,24,85,45.9,33,33.3,31,87.1,14,25,18,18,7,8,23,0,-1,0.5,-2,-13.9,0,0,3,-2,-4,4,1,2,1,0
,,75,56,34,41.2,22,81.8,3,26,28,19,5,7,22,80,53.8,31,48.4,36,72.2,7,29,19,14,14,3,20,0,-5,2.2,3,-7.2,-14,9.6,9,5,-4,-3,-9,4,2,0
Phoenix Suns,Win,89,46.1,43,39.5,22,77.3,7,27,31,11,9,8,20,87,42.5,34,38.2,24,83.3,10,32,24,18,5,4,24,1,2,3.6,9,1.3,-2,-6,7,-7,-3,-5,4,4,-4,1
,,82,42.7,30,36.7,28,75,11,33,22,14,7,14,22,79,38,15,46.7,24,62.5,8,32,22,18,5,7,26,1,3,4.7,15,-10,4,12.5,0,-4,3,1,2,7,-4,1
,,97,48.5,35,45.7,20,95,10,26,31,11,10,3,21,78,52.6,27,33.3,32,81.3,8,30,26,19,4,6,22,1,19,-4.1,8,12.4,-12,13.7,5,-8,2,-4,6,-3,-1,1
,,86,51.2,40,52.5,25,84,8,39,33,16,5,8,22,92,45.7,42,42.9,17,100,6,34,30,17,5,3,23,1,-6,5.5,-2,9.6,8,-16,3,-1,2,5,0,5,-1,1
,,101,42.6,39,43.6,18,72.2,22,38,35,13,3,8,22,85,40,25,28,25,80,10,29,20,11,4,7,15,1,16,2.6,14,15.6,-7,-7.8,15,2,12,9,-1,1,7,1
,Lose,91,44,37,35.1,26,69.2,13,28,28,13,5,5,16,84,52.4,41,48.8,26,84.6,10,31,23,13,7,6,23,0,7,-8.4,-4,-13.7,0,-15.4,5,0,3,-3,-2,-1,-7,0
,,93,39.8,32,25,19,84.2,13,36,19,18,5,4,17,101,48.5,45,35.6,13,84.6,11,42,29,13,14,3,20,0,-8,-8.7,-13,-10.6,6,-0.4,-10,5,2,-6,-9,1,-3,0
